,Loading,Дата,"Работа, ч",energy_production
1881,2019-04А,2020-06-14,0.0,0.0
1882,2019-04А,2020-06-15,0.0,0.0
1883,2020-06,2020-06-16,9.0,34.82
1884,2020-06,2020-06-17,24.0,65.53
1885,2020-06,2020-06-18,24.0,96.85
1886,2020-06,2020-06-19,13.0,49.07
1887,2020-06,2020-06-20,0.0,0.0
1888,2020-06,2020-06-21,0.0,0.0
1889,2020-06,2020-06-22,9.0,30.62
1890,2020-06,2020-06-23,24.0,78.23
1891,2020-06,2020-06-24,24.0,102.61
1892,2020-06,2020-06-25,24.0,99.03
1893,2020-06,2020-06-26,12.0,47.69
1894,2020-06,2020-06-27,0.0,0.0
1895,2020-06,2020-06-28,0.0,0.0
1896,2020-06,2020-06-29,9.0,1.67
1897,2020-06,2020-06-30,16.0,4.15
1898,2020-06,2020-07-01,0.0,0.0
1899,2020-06,2020-07-02,9.0,35.21
1900,2020-06,2020-07-03,11.0,45.53
1901,2020-06,2020-07-04,0.0,0.0
1902,2020-06,2020-07-05,0.0,0.0
1903,2020-06,2020-07-06,0.0,0.0
1904,2020-06,2020-07-07,0.0,0.0
1905,2020-06,2020-07-08,0.0,0.0
1906,2020-06,2020-07-09,0.0,0.0
1907,2020-06,2020-07-10,0.0,0.0
1908,2020-06,2020-07-11,0.0,0.0
1909,2020-06,2020-07-12,0.0,0.0
1910,2020-06,2020-07-13,0.0,0.0
1911,2020-06,2020-07-14,0.0,0.0
1912,2020-06,2020-07-15,0.0,0.0
1913,2020-06,2020-07-16,0.0,0.0
1914,2020-06,2020-07-17,0.0,0.0
1915,2020-06,2020-07-18,0.0,0.0
1916,2020-06,2020-07-19,0.0,0.0
1917,2020-06,2020-07-20,0.0,0.0
1918,2020-06,2020-07-21,0.0,0.0
1919,2020-06,2020-07-22,0.0,0.0
1920,2020-06,2020-07-23,0.0,0.0
1921,2020-06,2020-07-24,0.0,0.0
1922,2020-06,2020-07-25,0.0,0.0
1923,2020-06,2020-07-26,0.0,0.0
1924,2020-06,2020-07-27,0.0,0.0
1925,2020-06,2020-07-28,0.0,0.0
1926,2020-06,2020-07-29,0.0,0.0
1927,2020-06,2020-07-30,0.0,0.0
1928,2020-06,2020-07-31,0.0,0.0
1929,2020-06,2020-08-01,0.0,0.0
1930,2020-06,2020-08-02,0.0,0.0
1931,2020-06,2020-08-03,0.0,0.0
1932,2020-06,2020-08-04,0.0,0.0
1933,2020-06,2020-08-05,0.0,0.0
1934,2020-06,2020-08-06,0.0,0.0
1935,2020-06,2020-08-07,0.0,0.0
1936,2020-06,2020-08-08,0.0,0.0
1937,2020-06,2020-08-09,0.0,0.0
1938,2020-06,2020-08-10,0.0,0.0
1939,2020-06,2020-08-11,0.0,0.0
1940,2020-06,2020-08-12,0.0,0.0
1941,2020-06,2020-08-13,0.0,0.0
1942,2020-06,2020-08-14,0.0,0.0
1943,2020-06,2020-08-15,0.0,0.0
1944,2020-06,2020-08-16,0.0,0.0
1945,2020-06,2020-08-17,0.0,0.0
1946,2020-06,2020-08-18,0.0,0.0
1947,2020-06,2020-08-19,0.0,0.0
1948,2020-06,2020-08-20,0.0,0.0
1949,2020-06,2020-08-21,0.0,0.0
1950,2020-06,2020-08-22,0.0,0.0
1951,2020-06,2020-08-23,0.0,0.0
1952,2020-06,2020-08-24,0.0,0.0
1953,2020-06,2020-08-25,0.0,0.0
1954,2020-06,2020-08-26,0.0,0.0
1955,2020-06,2020-08-27,0.0,0.0
1956,2020-06,2020-08-28,0.0,0.0
1957,2020-06,2020-08-29,0.0,0.0
1958,2020-06,2020-08-30,0.0,0.0
1959,2020-06,2020-08-31,0.0,0.0
1960,2020-06,2020-09-01,0.0,0.0
1961,2020-06,2020-09-02,0.0,0.0
1962,2020-06,2020-09-03,0.0,0.0
1963,2020-06,2020-09-04,0.0,0.0
1964,2020-06,2020-09-05,0.0,0.0
1965,2020-06,2020-09-06,0.0,0.0
1966,2020-06,2020-09-07,0.0,0.0
1967,2020-06,2020-09-08,0.0,0.0
1968,2020-06,2020-09-09,0.0,0.0
1969,2020-06,2020-09-10,0.0,0.0
1970,2020-06,2020-09-11,0.0,0.0
1971,2020-06,2020-09-12,0.0,0.0
1972,2020-06,2020-09-13,0.0,0.0
1973,2020-06,2020-09-14,0.0,0.0
1974,2020-06,2020-09-15,0.0,0.0
1975,2020-06,2020-09-16,0.0,0.0
1976,2020-06,2020-09-17,0.0,0.0
1977,2020-06,2020-09-18,0.0,0.0
1978,2020-06,2020-09-19,0.0,0.0
1979,2020-06,2020-09-20,0.0,0.0
1980,2020-06,2020-09-21,0.0,0.0
1981,2020-06,2020-09-22,0.0,0.0
1982,2020-06,2020-09-23,0.0,0.0
1983,2020-06,2020-09-24,0.0,0.0
1984,2020-06,2020-09-25,0.0,0.0
1985,2020-06,2020-09-26,0.0,0.0
1986,2020-06,2020-09-27,0.0,0.0
1987,2020-06,2020-09-28,0.0,0.0
1988,2020-06,2020-09-29,0.0,0.0
1989,2020-06,2020-09-30,0.0,0.0
1990,2020-06,2020-10-01,0.0,0.0
1991,2020-06,2020-10-02,0.0,0.0
1992,2020-06,2020-10-03,0.0,0.0
1993,2020-06,2020-10-04,0.0,0.0
1994,2020-06,2020-10-05,0.0,0.0
1995,2020-06,2020-10-06,0.0,0.0
1996,2020-06,2020-10-07,0.0,0.0
1997,2020-06,2020-10-08,0.0,0.0
1998,2020-06,2020-10-09,0.0,0.0
1999,2020-06,2020-10-10,0.0,0.0
2000,2020-06,2020-10-11,0.0,0.0
2001,2020-06,2020-10-12,0.0,0.0
2002,2020-06,2020-10-13,0.0,0.0
2003,2020-06,2020-10-14,0.0,0.0
2004,2020-06,2020-10-15,0.0,0.0
2005,2020-06,2020-10-16,0.0,0.0
2006,2020-06,2020-10-17,0.0,0.0
2007,2020-06,2020-10-18,0.0,0.0
2008,2020-06,2020-10-19,0.0,0.0
2009,2020-06,2020-10-20,0.0,0.0
2010,2020-06,2020-10-21,0.0,0.0
2011,2020-06,2020-10-22,0.0,0.0
2012,2020-06,2020-10-23,0.0,0.0
2013,2020-06,2020-10-24,0.0,0.0
2014,2020-06,2020-10-25,0.0,0.0
2015,2020-06,2020-10-26,0.0,0.0
2016,2020-06,2020-10-27,0.0,0.0
2017,2020-06,2020-10-28,0.0,0.0
2018,2020-06,2020-10-29,0.0,0.0
2019,2020-06,2020-10-30,0.0,0.0
2020,2020-06,2020-10-31,0.0,0.0
2021,2020-06,2020-11-01,0.0,0.0
2022,2020-06,2020-11-02,0.0,0.0
2023,2020-06,2020-11-03,0.0,0.0
2024,2020-06,2020-11-04,0.0,0.0
2025,2020-06,2020-11-05,0.0,0.0
2026,2020-06,2020-11-06,0.0,0.0
2027,2020-06,2020-11-07,0.0,0.0
2028,2020-06,2020-11-08,0.0,0.0
2029,2020-06,2020-11-09,0.0,0.0
2030,2020-06,2020-11-10,0.0,0.0
2031,2020-06,2020-11-11,0.0,0.0
2032,2020-06,2020-11-12,0.0,0.0
2033,2020-06,2020-11-13,0.0,0.0
2034,2020-06,2020-11-14,0.0,0.0
2035,2020-06,2020-11-15,0.0,0.0
2036,2020-06,2020-11-16,0.0,0.0
2037,2020-06,2020-11-17,0.0,0.0
2038,2020-06,2020-11-18,0.0,0.0
2039,2020-06,2020-11-19,0.0,0.0
2040,2020-06,2020-11-20,0.0,0.0
2041,2020-06,2020-11-21,0.0,0.0
2042,2020-06,2020-11-22,0.0,0.0
2043,2020-06,2020-11-23,0.0,0.0
2044,2020-06,2020-11-24,0.0,0.0
2045,2020-06,2020-11-25,0.0,0.0
2046,2020-06,2020-11-26,0.0,0.0
2047,2020-06,2020-11-27,0.0,0.0
2048,2020-06,2020-11-28,0.0,0.0
2049,2020-06,2020-11-29,0.0,0.0
2050,2020-06,2020-11-30,0.0,0.0
2051,2020-06,2020-12-01,0.0,0.0
2052,2020-06,2020-12-02,0.0,0.0
2053,2020-06,2020-12-03,0.0,0.0
2054,2020-06,2020-12-04,0.0,0.0
2055,2020-06,2020-12-05,0.0,0.0
2056,2020-06,2020-12-06,0.0,0.0
2057,2020-06,2020-12-07,0.0,0.0
2058,2020-06,2020-12-08,0.0,0.0
2059,2020-06,2020-12-09,0.0,0.0
2060,2020-06,2020-12-10,0.0,0.0
2061,2020-06,2020-12-11,0.0,0.0
2062,2020-06,2020-12-12,0.0,0.0
2063,2020-06,2020-12-13,0.0,0.0
2064,2020-06,2020-12-14,0.0,0.0
2065,2020-06,2020-12-15,0.0,0.0
2066,2020-06,2020-12-16,0.0,0.0
2067,2020-06,2020-12-17,0.0,0.0
2068,2020-06,2020-12-18,0.0,0.0
2069,2020-06,2020-12-19,0.0,0.0
2070,2020-06,2020-12-20,0.0,0.0
2071,2020-06,2020-12-21,0.0,0.0
2072,2020-06,2020-12-22,0.0,0.0
2073,2020-06,2020-12-23,0.0,0.0
2074,2020-06,2020-12-24,0.0,0.0
2075,2020-06,2020-12-25,0.0,0.0
2076,2020-06,2020-12-26,0.0,0.0
2077,2020-06,2020-12-27,0.0,0.0
2078,2020-06,2020-12-28,0.0,0.0
2079,2020-06,2020-12-29,0.0,0.0
2080,2020-06,2020-12-30,0.0,0.0
2081,2020-06,2020-12-31,0.0,0.0
2082,2020-06,2021-01-01,0.0,0.0
2083,2020-06,2021-01-02,0.0,0.0
2084,2020-06,2021-01-03,0.0,0.0
2085,2020-06,2021-01-04,0.0,0.0
2086,2020-06,2021-01-05,0.0,0.0
2087,2020-06,2021-01-06,0.0,0.0
2088,2020-06,2021-01-07,0.0,0.0
2089,2020-06,2021-01-08,0.0,0.0
2090,2020-06,2021-01-09,0.0,0.0
2091,2020-06,2021-01-10,0.0,0.0
2092,2020-06,2021-01-11,0.0,0.0
2093,2020-06,2021-01-12,0.0,0.0
2094,2020-06,2021-01-13,0.0,0.0
2095,2020-06,2021-01-14,0.0,0.0
2096,2020-06,2021-01-15,0.0,0.0
2097,2020-06,2021-01-16,0.0,0.0
2098,2020-06,2021-01-17,0.0,0.0
2099,2020-06,2021-01-18,0.0,0.0
2100,2020-06,2021-01-19,0.0,0.0
2101,2020-06,2021-01-20,0.0,0.0
2102,2020-06,2021-01-21,0.0,0.0
2103,2020-06,2021-01-22,0.0,0.0
2104,2020-06,2021-01-23,0.0,0.0
2105,2020-06,2021-01-24,0.0,0.0
2106,2020-06,2021-01-25,0.0,0.0
2107,2020-06,2021-01-26,0.0,0.0
2108,2020-06,2021-01-27,0.0,0.0
2109,2020-06,2021-01-28,0.0,0.0
2110,2020-06,2021-01-29,0.0,0.0
2111,2020-06,2021-01-30,0.0,0.0
2112,2020-06,2021-01-31,0.0,0.0
2113,2020-06,2021-02-01,0.0,0.0
2114,2020-06,2021-02-02,0.0,0.0
2115,2020-06,2021-02-03,0.0,0.0
2116,2020-06,2021-02-04,0.0,0.0
2117,2020-06,2021-02-05,0.0,0.0
2118,2020-06,2021-02-06,0.0,0.0
2119,2020-06,2021-02-07,0.0,0.0
2120,2020-06,2021-02-08,0.0,0.0
2121,2020-06,2021-02-09,0.0,0.0
2122,2020-06,2021-02-10,0.0,0.0
2123,2020-06,2021-02-11,0.0,0.0
2124,2020-06,2021-02-12,0.0,0.0
2125,2020-06,2021-02-13,0.0,0.0
2126,2020-06,2021-02-14,0.0,0.0
2127,2020-06,2021-02-15,0.0,0.0
2128,2020-06,2021-02-16,0.0,0.0
2129,2020-06,2021-02-17,0.0,0.0
2130,2020-06,2021-02-18,0.0,0.0
2131,2020-06,2021-02-19,0.0,0.0
2132,2020-06,2021-02-20,0.0,0.0
2133,2020-06,2021-02-21,0.0,0.0
2134,2020-06,2021-02-22,0.0,0.0
2135,2020-06,2021-02-23,0.0,0.0
2136,2020-06,2021-02-24,0.0,0.0
2137,2020-06,2021-02-25,0.0,0.0
2138,2020-06,2021-02-26,0.0,0.0
2139,2020-06,2021-02-27,0.0,0.0
2140,2020-06,2021-02-28,0.0,0.0
2141,2020-06,2021-03-01,0.0,0.0
2142,2020-06,2021-03-02,0.0,0.0
2143,2020-06,2021-03-03,0.0,0.0
2144,2020-06,2021-03-04,0.0,0.0
2145,2020-06,2021-03-05,0.0,0.0
2146,2020-06,2021-03-06,0.0,0.0
2147,2020-06,2021-03-07,0.0,0.0
2148,2020-06,2021-03-08,0.0,0.0
2149,2020-06,2021-03-09,0.0,0.0
2150,2020-06,2021-03-10,0.0,0.0
2151,2020-06,2021-03-11,0.0,0.0
2152,2020-06,2021-03-12,0.0,0.0
2153,2020-06,2021-03-13,0.0,0.0
2154,2020-06,2021-03-14,0.0,0.0
2155,2020-06,2021-03-15,0.0,0.0
2156,2020-06,2021-03-16,0.0,0.0
2157,2020-06,2021-03-17,0.0,0.0
2158,2020-06,2021-03-18,0.0,0.0
2159,2020-06,2021-03-19,0.0,0.0
2160,2020-06,2021-03-20,0.0,0.0
2161,2020-06,2021-03-21,0.0,0.0
2162,2020-06,2021-03-22,0.0,0.0
2163,2020-06,2021-03-23,0.0,0.0
2164,2020-06,2021-03-24,0.0,0.0
2165,2020-06,2021-03-25,0.0,0.0
2166,2020-06,2021-03-26,0.0,0.0
2167,2020-06,2021-03-27,0.0,0.0
2168,2020-06,2021-03-28,0.0,0.0
2169,2020-06,2021-03-29,0.0,0.0
2170,2020-06,2021-03-30,0.0,0.0
2171,2020-06,2021-03-31,0.0,0.0
2172,2020-06,2021-04-01,0.0,0.0
2173,2020-06,2021-04-02,0.0,0.0
2174,2020-06,2021-04-03,0.0,0.0
2175,2020-06,2021-04-04,0.0,0.0
2176,2020-06,2021-04-05,0.0,0.0
2177,2021-03,2021-04-06,3.8333333333333335,4.399301666666666
2178,2021-03,2021-04-07,0.0,0.0
2179,2021-03,2021-04-08,10.833333333333334,35.555669999999985
2180,2021-03,2021-04-09,24.0,155.25928499999998
2181,2021-03,2021-04-10,24.0,168.81103333333334
2182,2021-03,2021-04-11,24.0,169.0946
2183,2021-03,2021-04-12,24.0,168.19804999999994
2184,2021-03,2021-04-13,24.0,169.256
2185,2021-03,2021-04-14,24.0,169.441
2186,2021-03,2021-04-15,24.0,169.813
2187,2021-03,2021-04-16,24.0,170.639
2188,2021-03,2021-04-17,24.0,171.104
2189,2021-03,2021-04-18,24.0,171.682
2190,2021-03,2021-04-19,24.0,171.349
2191,2021-03,2021-04-20,24.0,177.242
2192,2021-03,2021-04-21,24.0,184.136
2193,2021-03,2021-04-22,24.0,181.339
2194,2021-03,2021-04-23,24.0,180.259
2195,2021-03,2021-04-24,24.0,182.407
2196,2021-03,2021-04-25,24.0,183.856
2197,2021-03,2021-04-26,24.0,183.522
2198,2021-03,2021-04-27,24.0,182.813
2199,2021-03,2021-04-28,24.0,182.056
2200,2021-03,2021-04-29,24.0,181.54
2201,2021-03,2021-04-30,7.0,52.58
2202,2021-03,2021-05-01,0.0,0.0
2203,2021-03,2021-05-02,0.0,0.0
2204,2021-03,2021-05-03,0.0,0.0
2205,2021-03,2021-05-04,12.0,87.51
2206,2021-03,2021-05-05,24.0,179.28
2207,2021-03,2021-05-06,24.0,177.2
2208,2021-03,2021-05-07,9.0,61.34
2209,2021-03,2021-05-08,0.0,0.0
2210,2021-03,2021-05-09,0.0,0.0
2211,2021-03,2021-05-10,0.0,0.0
2212,2021-03,2021-05-11,0.0,0.0
2213,2021-03,2021-05-12,0.0,0.0
2214,2021-03А,2021-05-13,10.0,56.23
2215,2021-03А,2021-05-14,24.0,174.67
2216,2021-03А,2021-05-15,24.0,173.52
2217,2021-03А,2021-05-16,24.0,171.69
2218,2021-03А,2021-05-17,14.0,100.6
2219,2021-03А,2021-05-18,0.0,0.0
2220,2021-03А,2021-05-19,10.0,63.75
2221,2021-03А,2021-05-20,24.0,173.658
2222,2021-03А,2021-05-21,24.0,173.7
2223,2021-03А,2021-05-22,10.0,68.237
2224,2021-03А,2021-05-23,0.0,0.0
2225,2021-03А,2021-05-24,0.0,0.0
2226,2021-03Б,2021-05-25,10.0,60.651
2227,2021-03Б,2021-05-26,24.0,172.587
2228,2021-03Б,2021-05-27,24.0,169.372
2229,2021-03Б,2021-05-28,24.0,169.352
2230,2021-03Б,2021-05-29,8.0,59.207
2231,2021-03Б,2021-05-30,0.0,0.0
2232,2021-03Б,2021-05-31,0.0,0.0
2233,2021-03Б,2021-06-01,0.0,0.0
2234,2021-03Б,2021-06-02,0.0,0.0
2235,2021-06,2021-06-03,8.0,48.543
2236,2021-06,2021-06-04,24.0,163.578
2237,2021-06,2021-06-05,24.0,161.33
2238,2021-06,2021-06-06,24.0,161.643
2239,2021-06,2021-06-07,24.0,160.735
2240,2021-06,2021-06-08,24.0,164.945
2241,2021-06,2021-06-09,24.0,167.913
2242,2021-06,2021-06-10,24.0,168.528
2243,2021-06,2021-06-11,24.0,167.8
2244,2021-06,2021-06-12,24.0,166.44400000000002
2245,2021-06,2021-06-13,24.0,156.249
2246,2021-06,2021-06-14,24.0,153.928
2247,2021-06,2021-06-15,24.0,144.8308
2248,2021-06,2021-06-16,18.0,117.6657
2249,2021-06,2021-06-17,0.0,0.0
2250,2021-06А,2021-06-18,6.0,18.192
2251,2021-06А,2021-06-19,24.0,130.591
2252,2021-06А,2021-06-20,24.0,128.774
2253,2021-06А,2021-06-21,24.0,142.248
2254,2021-06А,2021-06-22,24.0,147.708
2255,2021-06А,2021-06-23,24.0,142.602
2256,2021-06А,2021-06-24,24.0,141.038
2257,2021-06А,2021-06-25,24.0,141.599
2258,2021-06А,2021-06-26,24.0,141.584
2259,2021-06А,2021-06-27,19.0,101.873
2260,2021-06А,2021-06-28,0.0,0.0
2261,2021-06А,2021-06-29,13.0,66.848
2262,2021-06А,2021-06-30,24.0,153.991
2263,2021-06А,2021-07-01,24.0,151.255
2264,2021-06А,2021-07-02,24.0,152.212
2265,2021-06А,2021-07-03,24.0,152.292
2266,2021-06А,2021-07-04,24.0,152.045
2267,2021-06А,2021-07-05,24.0,138.838
2268,2021-06А,2021-07-06,24.0,143.331
2269,2021-06А,2021-07-07,24.0,142.564
2270,2021-06А,2021-07-08,24.0,136.446
2271,2021-06А,2021-07-09,24.0,140.45
2272,2021-06А,2021-07-10,24.0,136.116
2273,2021-06А,2021-07-11,24.0,134.884
2274,2021-06А,2021-07-12,24.0,137.319
2275,2021-06А,2021-07-13,24.0,134.861
2276,2021-06А,2021-07-14,24.0,130.777
2277,2021-06А,2021-07-15,24.0,128.824
2278,2021-06А,2021-07-16,0.0,0.0
2279,2021-06А,2021-07-17,0.0,0.0
2280,2021-06А,2021-07-18,0.0,0.0
2281,2021-06А,2021-07-19,0.0,0.0
2282,2021-06А,2021-07-20,0.0,0.0
2283,2021-06А,2021-07-21,0.0,0.0
2284,2021-06А,2021-07-22,0.0,0.0
2285,2021-06А,2021-07-23,0.0,0.0
2286,2021-06А,2021-07-24,0.0,0.0
2287,2021-06А,2021-07-25,0.0,0.0
2288,2021-06А,2021-07-26,0.0,0.0
2289,2021-06А,2021-07-27,0.0,0.0
2290,2021-06А,2021-07-28,0.0,0.0
2291,2021-06А,2021-07-29,0.0,0.0
2292,2021-06А,2021-07-30,0.0,0.0
2293,2021-06А,2021-07-31,0.0,0.0
2294,2021-06А,2021-08-01,0.0,0.0
2295,2021-06А,2021-08-02,0.0,0.0
2296,2021-06А,2021-08-03,0.0,0.0
2297,2021-06А,2021-08-04,0.0,0.0
2298,2021-06А,2021-08-05,0.0,0.0
2299,2021-06А,2021-08-06,0.0,0.0
2300,2021-06А,2021-08-07,0.0,0.0
2301,2021-06А,2021-08-08,0.0,0.0
2302,2021-06А,2021-08-09,0.0,0.0
2303,2021-06А,2021-08-10,0.0,0.0
2304,2021-06А,2021-08-11,0.0,0.0
2305,2021-06А,2021-08-12,0.0,0.0
2306,2021-06А,2021-08-13,0.0,0.0
2307,2021-06А,2021-08-14,0.0,0.0
2308,2021-06А,2021-08-15,0.0,0.0
2309,2021-06А,2021-08-16,0.0,0.0
2310,2021-06А,2021-08-17,0.0,0.0
2311,2021-06А,2021-08-18,0.0,0.0
2312,2021-06А,2021-08-19,0.0,0.0
2313,2021-06А,2021-08-20,0.0,0.0
2314,2021-06А,2021-08-21,0.0,0.0
2315,2021-06А,2021-08-22,0.0,0.0
2316,2021-06А,2021-08-23,0.0,0.0
2317,2021-06А,2021-08-24,0.0,0.0
2318,2021-06А,2021-08-25,0.0,0.0
2319,2021-06А,2021-08-26,0.0,0.0
2320,2021-06А,2021-08-27,0.0,0.0
2321,2021-06А,2021-08-28,0.0,0.0
2322,2021-06А,2021-08-29,0.0,0.0
2323,2021-06А,2021-08-30,0.0,0.0
2324,2021-06А,2021-08-31,0.0,0.0
2325,2021-06А,2021-09-01,0.0,0.0
2326,2021-06А,2021-09-02,0.0,0.0
2327,2021-06А,2021-09-03,0.0,0.0
2328,2021-06А,2021-09-04,0.0,0.0
2329,2021-06А,2021-09-05,0.0,0.0
2330,2021-06А,2021-09-06,0.0,0.0
2331,2021-06А,2021-09-07,0.0,0.0
2332,2021-06А,2021-09-08,0.0,0.0
2333,2021-06А,2021-09-09,0.0,0.0
2334,2021-06А,2021-09-10,0.0,0.0
2335,2021-06А,2021-09-11,0.0,0.0
2336,2021-06А,2021-09-12,0.0,0.0
2337,2021-06А,2021-09-13,0.0,0.0
2338,2021-06А,2021-09-14,0.0,0.0
2339,2021-06А,2021-09-15,0.0,0.0
2340,2021-06А,2021-09-16,0.0,0.0
2341,2021-06А,2021-09-17,0.0,0.0
2342,2021-06А,2021-09-18,0.0,0.0
2343,2021-06А,2021-09-19,0.0,0.0
2344,2021-06А,2021-09-20,0.0,0.0
2345,2021-06А,2021-09-21,0.0,0.0
2346,2021-06А,2021-09-22,0.0,0.0
2347,2021-09,2021-09-23,8.0,35.2123
2348,2021-09,2021-09-24,24.0,126.60959999999999
2349,2021-09,2021-09-25,24.0,139.05309999999997
2350,2021-09,2021-09-26,24.0,138.4551
2351,2021-09,2021-09-27,24.0,144.7775
2352,2021-09,2021-09-28,24.0,164.17940000000002
2353,2021-09,2021-09-29,24.0,164.12720000000004
2354,2021-09,2021-09-30,24.0,166.85910000000004
2355,2021-09,2021-10-01,24.0,160.50209999999998
2356,2021-09,2021-10-02,24.0,154.9224
2357,2021-09,2021-10-03,24.0,154.9555
2358,2021-09,2021-10-04,24.0,153.7795
2359,2021-09,2021-10-05,24.0,158.96220000000002
2360,2021-09,2021-10-06,24.0,163.33569999999997
2361,2021-09,2021-10-07,24.0,163.599
2362,2021-09,2021-10-08,24.0,164.572
2363,2021-09,2021-10-09,24.0,163.824
2364,2021-09,2021-10-10,24.0,163.677
2365,2021-09,2021-10-11,24.0,162.491
2366,2021-09,2021-10-12,24.0,161.106
2367,2021-09,2021-10-13,24.0,159.283
2368,2021-09,2021-10-14,24.0,160.633
2369,2021-09,2021-10-15,24.0,163.196
2370,2021-09,2021-10-16,24.0,157.113
2371,2021-09,2021-10-17,24.0,158.999
2372,2021-09,2021-10-18,24.0,161.428
2373,2021-09,2021-10-19,24.0,160.466
2374,2021-09,2021-10-20,24.0,160.674
2375,2021-09,2021-10-21,24.0,153.931
2376,2021-09,2021-10-22,24.0,149.832
2377,2021-09,2021-10-23,24.0,152.453
2378,2021-09,2021-10-24,24.0,158.206
2379,2021-09,2021-10-25,24.0,159.354
2380,2021-09,2021-10-26,24.0,157.823
2381,2021-09,2021-10-27,17.0,108.91
2382,2021-09,2021-10-28,0.0,0.0
2383,2021-09А,2021-10-29,14.0,80.716
2384,2021-09А,2021-10-30,24.0,153.486
2385,2021-09А,2021-10-31,24.0,155.238
2386,2021-09А,2021-11-01,24.0,153.655
2387,2021-09А,2021-11-02,24.0,152.158
2388,2021-09А,2021-11-03,24.0,151.097
2389,2021-09А,2021-11-04,24.0,150.254
2390,2021-09А,2021-11-05,24.0,149.421
2391,2021-09А,2021-11-06,24.0,150.476
2392,2021-09А,2021-11-07,24.0,150.632
2393,2021-09А,2021-11-08,24.0,150.135
2394,2021-09А,2021-11-09,24.0,151.645
2395,2021-09А,2021-11-10,24.0,150.534
2396,2021-09А,2021-11-11,24.0,149.052
2397,2021-09А,2021-11-12,24.0,148.6898
2398,2021-09А,2021-11-13,24.0,147.9589
2399,2021-09А,2021-11-14,24.0,148.2033
2400,2021-09А,2021-11-15,12.0,78.206
2401,2021-09А,2021-11-16,0.0,0.0
2402,2021-09А,2021-11-17,0.0,0.0
2403,2021-09А,2021-11-18,0.0,0.0
2404,2021-09А,2021-11-19,0.0,0.0
2405,2021-09А,2021-11-20,0.0,0.0
2406,2021-09А,2021-11-21,0.0,0.0
2407,2021-09А,2021-11-22,0.0,0.0
2408,2021-09А,2021-11-23,0.0,0.0
2409,2021-09А,2021-11-24,0.0,0.0
2410,2021-09А,2021-11-25,0.0,0.0
2411,2021-09А,2021-11-26,0.0,0.0
2412,2021-09А,2021-11-27,0.0,0.0
2413,2021-09А,2021-11-28,0.0,0.0
2414,2021-09Б,2021-11-29,11.0,45.733
2415,2021-09Б,2021-11-30,24.0,148.021
2416,2021-09Б,2021-12-01,24.0,147.579
2417,2021-09Б,2021-12-02,1.0,4.46
2418,2021-09Б,2021-12-03,13.0,71.266
2419,2021-09Б,2021-12-04,24.0,141.108
2420,2021-09Б,2021-12-05,24.0,146.31
2421,2021-09Б,2021-12-06,24.0,146.175
2422,2021-09Б,2021-12-07,24.0,144.936
2423,2021-09Б,2021-12-08,24.0,145.95
2424,2021-09Б,2021-12-09,24.0,146.148
2425,2021-09Б,2021-12-10,6.0,27.635
2426,2021-09Б,2021-12-11,0.0,0.0
2427,2021-09Б,2021-12-12,0.0,0.0
2428,2021-09Б,2021-12-13,0.0,0.0
2429,2021-09Б,2021-12-14,0.0,0.0
2430,2021-09Б,2021-12-15,0.0,0.0
2431,2021-09Б,2021-12-16,0.0,0.0
2432,2021-09Б,2021-12-17,0.0,0.0
2433,2021-09Б,2021-12-18,0.0,0.0
2434,2021-09Б,2021-12-19,0.0,0.0
2435,2021-09Б,2021-12-20,0.0,0.0
2436,2021-09Б,2021-12-21,0.0,0.0
2437,2021-09Б,2021-12-22,0.0,0.0
2438,2021-09Б,2021-12-23,0.0,0.0
2439,2021-09Б,2021-12-24,0.0,0.0
2440,2021-09Б,2021-12-25,0.0,0.0
2441,2021-09Б,2021-12-26,0.0,0.0
2442,2021-09Б,2021-12-27,0.0,0.0
2443,2021-09Б,2021-12-28,0.0,0.0
2444,2021-09Б,2021-12-29,0.0,0.0
2445,2021-09Б,2021-12-30,0.0,0.0
2446,2021-09Б,2021-12-31,0.0,0.0
2447,2021-09Б,2022-01-01,0.0,0.0
2448,2021-09Б,2022-01-02,0.0,0.0
2449,2021-09Б,2022-01-03,0.0,0.0
2450,2021-09Б,2022-01-04,0.0,0.0
2451,2021-09Б,2022-01-05,0.0,0.0
2452,2021-09Б,2022-01-06,0.0,0.0
2453,2021-09Б,2022-01-07,0.0,0.0
2454,2021-09Б,2022-01-08,0.0,0.0
2455,2021-09Б,2022-01-09,0.0,0.0
2456,2021-09Б,2022-01-10,0.0,0.0
2457,2021-09Б,2022-01-11,0.0,0.0
2458,2021-09Б,2022-01-12,0.0,0.0
2459,2021-09Б,2022-01-13,0.0,0.0
2460,2021-09Б,2022-01-14,0.0,0.0
2461,2021-09Б,2022-01-15,0.0,0.0
2462,2021-09Б,2022-01-16,0.0,0.0
2463,2021-09Б,2022-01-17,0.0,0.0
2464,2021-09Б,2022-01-18,0.0,0.0
2465,2021-09Б,2022-01-19,0.0,0.0
2466,2021-09Б,2022-01-20,0.0,0.0
2467,2021-09Б,2022-01-21,0.0,0.0
2468,2021-09Б,2022-01-22,0.0,0.0
2469,2021-09Б,2022-01-23,0.0,0.0
2470,2021-09Б,2022-01-24,0.0,0.0
2471,2021-09Б,2022-01-25,0.0,0.0
2472,2021-09Б,2022-01-26,0.0,0.0
